EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 24-04-2018
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station IRELAND, WATERFORD (TYCOR) (STAID: 1760).
Blended and updated with sources: 107762 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
107762,19520328,    0,    0
107762,19520329,    4,    0
107762,19520330,    1,    0
107762,19520331,    0,    0
107762,19520401,    6,    0
107762,19520402,    0,    0
107762,19520403,    0,    0
107762,19520404,   77,    0
107762,19520405,   73,    0
107762,19520406,   15,    0
107762,19520407,    0,    0
107762,19520408,    2,    0
107762,19520409,   76,    0
107762,19520410,  101,    0
107762,19520411,    1,    0
107762,19520412,    4,    0
107762,19520413,    0,    0
107762,19520414,    2,    0
107762,19520415,    0,    0
107762,19520416,  226,    0
107762,19520417,    0,    0
107762,19520418,    0,    0
107762,19520419,    1,    0
107762,19520420,  145,    0
107762,19520421,  153,    0
107762,19520422,   15,    0
107762,19520423,   15,    0
107762,19520424,   10,    0
107762,19520425,    3,    0
107762,19520426,    0,    0
107762,19520427,    0,    0
107762,19520428,    0,    0
107762,19520429,   33,    0
107762,19520430,   20,    0
107762,19520501,   63,    0
107762,19520502,  112,    0
107762,19520503,   18,    0
107762,19520504,    2,    0
107762,19520505,   41,    0
107762,19520506,    1,    0
107762,19520507,  147,    0
107762,19520508,   50,    0
107762,19520509,   18,    0
107762,19520510,   36,    0
107762,19520511,   16,    0
107762,19520512,    3,    0
107762,19520513,-9999,    9
107762,19520514,    0,    0
107762,19520515,    0,    0
107762,19520516,    0,    0
107762,19520517,-9999,    9
107762,19520518,    0,    0
107762,19520519,    0,    0
107762,19520520,    7,    0
107762,19520521,    1,    0
107762,19520522,    0,    0
107762,19520523,    2,    0
107762,19520524,    0,    0
107762,19520525,    0,    0
107762,19520526,    0,    0
107762,19520527,    0,    0
107762,19520528,    0,    0
107762,19520529,   37,    0
107762,19520530,   29,    0
107762,19520531,   87,    0
107762,19520601,   80,    0
107762,19520602,    8,    0
107762,19520603,    0,    0
107762,19520604,  159,    0
107762,19520605,    3,    0
107762,19520606,    0,    0
107762,19520607,   94,    0
107762,19520608,   69,    0
107762,19520609,    0,    0
107762,19520610,    0,    0
107762,19520611,    0,    0
107762,19520612,    0,    0
107762,19520613,   10,    0
107762,19520614,-9999,    9
107762,19520615,    0,    0
107762,19520616,   20,    0
107762,19520617,   48,    0
107762,19520618,   16,    0
107762,19520619,    0,    0
107762,19520620,    2,    0
107762,19520621,   27,    0
107762,19520622,    0,    0
107762,19520623,    0,    0
107762,19520624,    0,    0
107762,19520625,    0,    0
107762,19520626,   11,    0
107762,19520627,    0,    0
107762,19520628,    2,    0
107762,19520629,    0,    0
107762,19520630,    0,    0
107762,19520701,-9999,    9
107762,19520702,    1,    0
107762,19520703,    2,    0
107762,19520704,    0,    0
107762,19520705,  127,    0
107762,19520706,   35,    0
107762,19520707,  118,    0
107762,19520708,    0,    0
107762,19520709,    0,    0
107762,19520710,    0,    0
107762,19520711,    2,    0
107762,19520712,    0,    0
107762,19520713,    0,    0
107762,19520714,    3,    0
107762,19520715,    3,    0
107762,19520716,    1,    0
107762,19520717,    3,    0
107762,19520718,    0,    0
107762,19520719,    0,    0
107762,19520720,    0,    0
107762,19520721,    0,    0
107762,19520722,    0,    0
107762,19520723,    0,    0
107762,19520724,    0,    0
107762,19520725,    1,    0
107762,19520726,    0,    0
107762,19520727,    0,    0
107762,19520728,    0,    0
107762,19520729,    0,    0
107762,19520730,   26,    0
107762,19520731,    5,    0
107762,19520801,   41,    0
107762,19520802,   49,    0
107762,19520803,    7,    0
107762,19520804,   19,    0
107762,19520805,   41,    0
107762,19520806,   21,    0
107762,19520807,   74,    0
107762,19520808,   54,    0
107762,19520809,   46,    0
107762,19520810,  220,    0
107762,19520811,  111,    0
107762,19520812,    1,    0
107762,19520813,-9999,    9
107762,19520814,    0,    0
107762,19520815,   37,    0
107762,19520816,    0,    0
107762,19520817,  170,    0
107762,19520818,   31,    0
107762,19520819,    0,    0
107762,19520820,    0,    0
107762,19520821,    0,    0
107762,19520822,    5,    0
107762,19520823,    6,    0
107762,19520824,    2,    0
107762,19520825,    0,    0
107762,19520826,    0,    0
107762,19520827,    0,    0
107762,19520828,-9999,    9
107762,19520829,    2,    0
107762,19520830,    2,    0
107762,19520831,    2,    0
107762,19520901,    2,    0
107762,19520902,    0,    0
107762,19520903,    0,    0
107762,19520904,   11,    0
107762,19520905,    0,    0
107762,19520906,    5,    0
107762,19520907,    0,    0
107762,19520908,   14,    0
107762,19520909,   18,    0
107762,19520910,    0,    0
107762,19520911,    0,    0
107762,19520912,    0,    0
107762,19520913,    0,    0
107762,19520914,-9999,    9
107762,19520915,    0,    0
107762,19520916,    0,    0
107762,19520917,    2,    0
107762,19520918,   14,    0
107762,19520919,    0,    0
107762,19520920,    2,    0
107762,19520921,    0,    0
107762,19520922,    0,    0
107762,19520923,    1,    0
107762,19520924,   19,    0
107762,19520925,    4,    0
107762,19520926,    2,    0
107762,19520927,  111,    0
107762,19520928,    3,    0
107762,19520929,-9999,    9
107762,19520930,   29,    0
107762,19521001,    1,    0
107762,19521002,-9999,    9
107762,19521003,    0,    0
107762,19521004,    0,    0
107762,19521005,    0,    0
107762,19521006,    0,    0
107762,19521007,    0,    0
107762,19521008,    0,    0
107762,19521009,    5,    0
107762,19521010,    0,    0
107762,19521011,  200,    0
107762,19521012,  170,    0
107762,19521013,  182,    0
107762,19521014,    0,    0
107762,19521015,    0,    0
107762,19521016,   23,    0
107762,19521017,   28,    0
107762,19521018,  178,    0
107762,19521019,   23,    0
107762,19521020,    7,    0
107762,19521021,  128,    0
107762,19521022,  153,    0
107762,19521023,   10,    0
107762,19521024,   94,    0
107762,19521025,    0,    0
107762,19521026,  154,    0
107762,19521027,  137,    0
107762,19521028,    4,    0
107762,19521029,    4,    0
107762,19521030,   28,    0
107762,19521031,    7,    0
107762,19521101,    3,    0
107762,19521102,   20,    0
107762,19521103,  237,    0
107762,19521104,   41,    0
107762,19521105,    0,    0
107762,19521106,   11,    0
107762,19521107,    8,    0
107762,19521108,   23,    0
107762,19521109,    0,    0
107762,19521110,   10,    0
107762,19521111,-9999,    9
107762,19521112,   51,    0
107762,19521113,    0,    0
107762,19521114,    3,    0
107762,19521115,    7,    0
107762,19521116,    0,    0
107762,19521117,    0,    0
107762,19521118,    1,    0
107762,19521119,    0,    0
107762,19521120,   10,    0
107762,19521121,   11,    0
107762,19521122,    0,    0
107762,19521123,    2,    0
107762,19521124,   10,    0
107762,19521125,  260,    0
107762,19521126,   75,    0
107762,19521127,    0,    0
107762,19521128,    0,    0
107762,19521129,    0,    0
107762,19521130,    0,    0
107762,19521201,    0,    0
107762,19521202,    0,    0
107762,19521203,    0,    0
107762,19521204,    0,    0
107762,19521205,    0,    0
107762,19521206,  130,    0
107762,19521207,   18,    0
107762,19521208,   68,    0
107762,19521209,   20,    0
107762,19521210,    0,    0
107762,19521211,    1,    0
107762,19521212,    4,    0
107762,19521213,    0,    0
107762,19521214,    1,    0
107762,19521215,   31,    0
107762,19521216,   38,    0
107762,19521217,    0,    0
107762,19521218,  100,    0
107762,19521219,   13,    0
107762,19521220,   26,    0
107762,19521221,   67,    0
107762,19521222,    7,    0
107762,19521223,   24,    0
107762,19521224,   24,    0
107762,19521225,   24,    0
107762,19521226,   46,    0
107762,19521227,   11,    0
107762,19521228,    5,    0
107762,19521229,    1,    0
107762,19521230,   14,    0
107762,19521231,   21,    0
107762,19530101,    0,    0
107762,19530102,   26,    0
107762,19530103,    0,    0
107762,19530104,   60,    0
107762,19530105,   21,    0
107762,19530106,    0,    0
107762,19530107,    1,    0
107762,19530108,   18,    0
107762,19530109,    4,    0
107762,19530110,   15,    0
107762,19530111,   42,    0
107762,19530112,   26,    0
107762,19530113,    6,    0
107762,19530114,    3,    0
107762,19530115,    0,    0
107762,19530116,-9999,    9
107762,19530117,    0,    0
107762,19530118,    1,    0
107762,19530119,    0,    0
107762,19530120,    0,    0
107762,19530121,    0,    0
107762,19530122,    0,    0
107762,19530123,    0,    0
107762,19530124,    3,    0
107762,19530125,    2,    0
107762,19530126,    2,    0
107762,19530127,    0,    0
107762,19530128,    1,    0
107762,19530129,    1,    0
107762,19530130,   56,    0
107762,19530131,    0,    0
107762,19530201,    0,    0
107762,19530202,    0,    0
107762,19530203,    0,    0
107762,19530204,    1,    0
107762,19530205,    0,    0
107762,19530206,    1,    0
107762,19530207,   10,    0
107762,19530208,   55,    0
107762,19530209,  175,    0
107762,19530210,    0,    0
107762,19530211,    0,    0
107762,19530212,    0,    0
107762,19530213,   37,    0
107762,19530214,    0,    0
107762,19530215,    8,    0
107762,19530216,    4,    0
107762,19530217,    0,    0
107762,19530218,   10,    0
107762,19530219,-9999,    9
107762,19530220,    0,    0
107762,19530221,    2,    0
107762,19530222,    9,    0
107762,19530223,    3,    0
107762,19530224,   16,    0
107762,19530225,-9999,    9
107762,19530226,-9999,    9
107762,19530227,-9999,    9
107762,19530228,-9999,    9
107762,19530301,-9999,    9
107762,19530302,    2,    0
107762,19530303,    0,    0
107762,19530304,    0,    0
107762,19530305,    0,    0
107762,19530306,    0,    0
107762,19530307,    0,    0
107762,19530308,    0,    0
107762,19530309,    0,    0
107762,19530310,    0,    0
107762,19530311,    0,    0
107762,19530312,    0,    0
107762,19530313,    0,    0
107762,19530314,    0,    0
107762,19530315,    0,    0
107762,19530316,    1,    0
107762,19530317,    0,    0
107762,19530318,    0,    0
107762,19530319,-9999,    9
107762,19530320,    0,    0
107762,19530321,    0,    0
107762,19530322,    0,    0
107762,19530323,    1,    0
107762,19530324,    0,    0
107762,19530325,   11,    0
107762,19530326,    0,    0
107762,19530327,   15,    0
107762,19530328,   23,    0
107762,19530329,   14,    0
107762,19530330,    3,    0
107762,19530331,   41,    0
107762,19530401,   56,    0
107762,19530402,   17,    0
107762,19530403,   24,    0
107762,19530404,   63,    0
107762,19530405,   89,    0
107762,19530406,    4,    0
107762,19530407,    0,    0
107762,19530408,    0,    0
107762,19530409,    0,    0
107762,19530410,   88,    0
107762,19530411,  213,    0
107762,19530412,    6,    0
107762,19530413,    3,    0
107762,19530414,    0,    0
107762,19530415,    0,    0
107762,19530416,    0,    0
107762,19530417,    0,    0
107762,19530418,    0,    0
107762,19530419,    0,    0
107762,19530420,    0,    0
107762,19530421,    0,    0
107762,19530422,    0,    0
107762,19530423,    0,    0
107762,19530424,    0,    0
107762,19530425,    0,    0
107762,19530426,    0,    0
107762,19530427,   13,    0
107762,19530428,   26,    0
107762,19530429,  162,    0
107762,19530430,    0,    0
107762,19530501,    0,    0
107762,19530502,    0,    0
107762,19530503,    0,    0
107762,19530504,    0,    0
107762,19530505,    0,    0
107762,19530506,    0,    0
107762,19530507,    0,    0
107762,19530508,    0,    0
107762,19530509,    0,    0
107762,19530510,    0,    0
107762,19530511,    0,    0
107762,19530512,   81,    0
107762,19530513,   92,    0
107762,19530514,   72,    0
107762,19530515,-9999,    9
107762,19530516,    0,    0
107762,19530517,    5,    0
107762,19530518,   33,    0
107762,19530519,    2,    0
107762,19530520,  137,    0
107762,19530521,    4,    0
107762,19530522,   71,    0
107762,19530523,    1,    0
107762,19530524,    0,    0
107762,19530525,    0,    0
107762,19530526,    0,    0
107762,19530527,    0,    0
107762,19530528,    0,    0
107762,19530529,    6,    0
107762,19530530,    3,    0
107762,19530531,    4,    0
107762,19530601,    0,    0
107762,19530602,    8,    0
107762,19530603,   11,    0
107762,19530604,    0,    0
107762,19530605,    0,    0
107762,19530606,    0,    0
107762,19530607,    0,    0
107762,19530608,    0,    0
107762,19530609,    3,    0
107762,19530610,    0,    0
107762,19530611,    0,    0
107762,19530612,    1,    0
107762,19530613,   11,    0
107762,19530614,   22,    0
107762,19530615,   44,    0
107762,19530616,   25,    0
107762,19530617,    0,    0
107762,19530618,   49,    0
107762,19530619,   17,    0
107762,19530620,   77,    0
107762,19530621,   50,    0
107762,19530622,    0,    0
107762,19530623,    0,    0
107762,19530624,-9999,    9
107762,19530625,    0,    0
107762,19530626,    0,    0
107762,19530627,    0,    0
107762,19530628,    1,    0
107762,19530629,    0,    0
107762,19530630,    0,    0
107762,19530701,    4,    0
107762,19530702,-9999,    9
107762,19530703,    0,    0
107762,19530704,    0,    0
107762,19530705,   21,    0
107762,19530706,    2,    0
107762,19530707,    3,    0
107762,19530708,   46,    0
107762,19530709,    0,    0
107762,19530710,    3,    0
107762,19530711,   26,    0
107762,19530712,   28,    0
107762,19530713,   16,    0
107762,19530714,   18,    0
107762,19530715,  374,    0
107762,19530716,  107,    0
107762,19530717,    1,    0
107762,19530718,    0,    0
107762,19530719,  114,    0
107762,19530720,   21,    0
107762,19530721,    0,    0
107762,19530722,    6,    0
107762,19530723,   11,    0
107762,19530724,  114,    0
107762,19530725,   24,    0
107762,19530726,   90,    0
107762,19530727,    3,    0
107762,19530728,   28,    0
107762,19530729,   15,    0
107762,19530730,  103,    0
107762,19530731,    0,    0
107762,19530801,    0,    0
107762,19530802,    0,    0
107762,19530803,    0,    0
107762,19530804,    0,    0
107762,19530805,    0,    0
107762,19530806,    1,    0
107762,19530807,    0,    0
107762,19530808,    0,    0
107762,19530809,   41,    0
107762,19530810,    0,    0
107762,19530811,    0,    0
107762,19530812,   25,    0
107762,19530813,    1,    0
107762,19530814,  110,    0
107762,19530815,    0,    0
107762,19530816,   15,    0
107762,19530817,    0,    0
107762,19530818,    1,    0
107762,19530819,   73,    0
107762,19530820,   13,    0
107762,19530821,  103,    0
107762,19530822,   43,    0
107762,19530823,   16,    0
107762,19530824,    3,    0
107762,19530825,    5,    0
107762,19530826,    0,    0
107762,19530827,    2,    0
107762,19530828,  208,    0
107762,19530829,   30,    0
107762,19530830,    3,    0
107762,19530831,    6,    0
107762,19530901,   41,    0
107762,19530902,    2,    0
107762,19530903,   70,    0
107762,19530904,   60,    0
107762,19530905,    0,    0
107762,19530906,    0,    0
107762,19530907,-9999,    9
107762,19530908,    0,    0
107762,19530909,    0,    0
107762,19530910,    0,    0
107762,19530911,    2,    0
107762,19530912,    0,    0
107762,19530913,    0,    0
107762,19530914,  172,    0
107762,19530915,   16,    0
107762,19530916,  153,    0
107762,19530917,   79,    0
107762,19530918,  123,    0
107762,19530919,  184,    0
107762,19530920,   80,    0
107762,19530921,   32,    0
107762,19530922,    4,    0
107762,19530923,    6,    0
107762,19530924,-9999,    9
107762,19530925,    0,    0
107762,19530926,   38,    0
107762,19530927,   26,    0
107762,19530928,    3,    0
107762,19530929,   18,    0
107762,19530930,   43,    0
107762,19531001,    0,    0
107762,19531002,    0,    0
107762,19531003,    3,    0
107762,19531004,    0,    0
107762,19531005,    0,    0
107762,19531006,    0,    0
107762,19531007,    0,    0
107762,19531008,-9999,    9
107762,19531009,    0,    0
107762,19531010,    0,    0
107762,19531011,    0,    0
107762,19531012,   50,    0
107762,19531013,    0,    0
107762,19531014,    0,    0
107762,19531015,   77,    0
107762,19531016,    3,    0
107762,19531017,-9999,    9
107762,19531018,-9999,    9
107762,19531019,    0,    0
107762,19531020,    0,    0
107762,19531021,   12,    0
107762,19531022,   23,    0
107762,19531023,   11,    0
107762,19531024,   59,    0
107762,19531025,    4,    0
107762,19531026,  180,    0
107762,19531027,   32,    0
107762,19531028,    1,    0
107762,19531029,   90,    0
107762,19531030,   27,    0
107762,19531031,  249,    0
107762,19531101,   84,    0
107762,19531102,    9,    0
107762,19531103,   45,    0
107762,19531104,   10,    0
107762,19531105,    0,    0
107762,19531106,    5,    0
107762,19531107,   14,    0
107762,19531108,  120,    0
107762,19531109,   27,    0
107762,19531110,    1,    0
107762,19531111,    0,    0
107762,19531112,    4,    0
107762,19531113,   39,    0
107762,19531114,    3,    0
107762,19531115,    9,    0
107762,19531116,   37,    0
107762,19531117,    0,    0
107762,19531118,    0,    0
107762,19531119,    0,    0
107762,19531120,-9999,    9
107762,19531121,    0,    0
107762,19531122,   13,    0
107762,19531123,  237,    0
107762,19531124,   43,    0
107762,19531125,   62,    0
107762,19531126,   88,    0
107762,19531127,    1,    0
107762,19531128,    0,    0
107762,19531129,    3,    0
107762,19531130,    0,    0
107762,19531201,   35,    0
107762,19531202,  190,    0
107762,19531203,  118,    0
107762,19531204,    0,    0
107762,19531205,   20,    0
107762,19531206,    0,    0
107762,19531207,-9999,    9
107762,19531208,   19,    0
107762,19531209,    0,    0
107762,19531210,    4,    0
107762,19531211,   61,    0
107762,19531212,    5,    0
107762,19531213,  104,    0
107762,19531214,-9999,    9
107762,19531215,    0,    0
107762,19531216,    0,    0
107762,19531217,    4,    0
107762,19531218,-9999,    9
107762,19531219,    6,    0
107762,19531220,    4,    0
107762,19531221,   20,    0
107762,19531222,   14,    0
107762,19531223,    0,    0
107762,19531224,-9999,    9
107762,19531225,   66,    0
107762,19531226,    4,    0
107762,19531227,-9999,    9
107762,19531228,    9,    0
107762,19531229,    7,    0
107762,19531230,   17,    0
107762,19531231,    1,    0
107762,19540101,    2,    0
107762,19540102,    0,    0
107762,19540103,    0,    0
107762,19540104,    1,    0
107762,19540105,    3,    0
107762,19540106,    0,    0
107762,19540107,    0,    0
107762,19540108,    3,    0
107762,19540109,    0,    0
107762,19540110,    0,    0
107762,19540111,    0,    0
107762,19540112,   48,    0
107762,19540113,    8,    0
107762,19540114,   14,    0
107762,19540115,    0,    0
107762,19540116,    1,    0
107762,19540117,   29,    0
107762,19540118,   13,    0
107762,19540119,    5,    0
107762,19540120,   22,    0
107762,19540121,   22,    0
107762,19540122,   25,    0
107762,19540123,   11,    0
107762,19540124,  187,    0
107762,19540125,   33,    0
107762,19540126,    0,    0
107762,19540127,    0,    0
107762,19540128,-9999,    9
107762,19540129,   10,    0
107762,19540130,    0,    0
107762,19540131,    3,    0
107762,19540201,    0,    0
107762,19540202,    0,    0
107762,19540203,    1,    0
107762,19540204,    0,    0
107762,19540205,    0,    0
107762,19540206,   88,    0
107762,19540207,    5,    0
107762,19540208,   32,    0
107762,19540209,  139,    0
107762,19540210,   27,    0
107762,19540211,  121,    0
107762,19540212,  139,    0
107762,19540213,   34,    0
107762,19540214,    0,    0
107762,19540215,    0,    0
107762,19540216,   34,    0
107762,19540217,   60,    0
107762,19540218,    0,    0
107762,19540219,    0,    0
107762,19540220,   61,    0
107762,19540221,    0,    0
107762,19540222,  110,    0
107762,19540223,    0,    0
107762,19540224,   21,    0
107762,19540225,   78,    0
107762,19540226,   19,    0
107762,19540227,   39,    0
107762,19540228,    3,    0
107762,19540301,   37,    0
107762,19540302,  185,    0
107762,19540303,    3,    0
107762,19540304,    1,    0
107762,19540305,    0,    0
107762,19540306,   63,    0
107762,19540307,    0,    0
107762,19540308,    0,    0
107762,19540309,    3,    0
107762,19540310,    3,    0
107762,19540311,    0,    0
107762,19540312,    0,    0
107762,19540313,    0,    0
107762,19540314,   11,    0
107762,19540315,    0,    0
107762,19540316,    0,    0
107762,19540317,    0,    0
107762,19540318,   11,    0
107762,19540319,  164,    0
107762,19540320,-9999,    9
107762,19540321,  103,    0
107762,19540322,   53,    0
107762,19540323,   23,    0
107762,19540324,    0,    0
107762,19540325,    2,    0
107762,19540326,    0,    0
107762,19540327,   25,    0
107762,19540328,-9999,    9
107762,19540329,  182,    0
107762,19540330,    1,    0
107762,19540331,   40,    0
107762,19540401,   19,    0
107762,19540402,   17,    0
107762,19540403,    7,    0
107762,19540404,   12,    0
107762,19540405,   29,    0
107762,19540406,    0,    0
107762,19540407,    0,    0
107762,19540408,    0,    0
107762,19540409,    0,    0
107762,19540410,    0,    0
107762,19540411,    0,    0
107762,19540412,    0,    0
107762,19540413,    0,    0
107762,19540414,    0,    0
107762,19540415,    0,    0
107762,19540416,    0,    0
107762,19540417,    0,    0
107762,19540418,    0,    0
107762,19540419,    0,    0
107762,19540420,    0,    0
107762,19540421,    0,    0
107762,19540422,    0,    0
107762,19540423,    0,    0
107762,19540424,    0,    0
107762,19540425,    0,    0
107762,19540426,    0,    0
107762,19540427,    0,    0
107762,19540428,    0,    0
107762,19540429,    0,    0
107762,19540430,  112,    0
107762,19540501,  450,    0
107762,19540502,   18,    0
107762,19540503,    8,    0
107762,19540504,   30,    0
107762,19540505,    0,    0
107762,19540506,    0,    0
107762,19540507,    0,    0
107762,19540508,    3,    0
107762,19540509,   47,    0
107762,19540510,   21,    0
107762,19540511,   58,    0
107762,19540512,   48,    0
107762,19540513,    0,    0
107762,19540514,    0,    0
107762,19540515,    0,    0
107762,19540516,    0,    0
107762,19540517,   10,    0
107762,19540518,    0,    0
107762,19540519,    0,    0
107762,19540520,    0,    0
107762,19540521,    1,    0
107762,19540522,    0,    0
107762,19540523,  154,    0
107762,19540524,   20,    0
107762,19540525,    1,    0
107762,19540526,   41,    0
107762,19540527,  169,    0
107762,19540528,    0,    0
107762,19540529,   30,    0
107762,19540530,    0,    0
107762,19540531,    0,    0
107762,19540601,    0,    0
107762,19540602,    0,    0
107762,19540603,    0,    0
107762,19540604,    7,    0
107762,19540605,   75,    0
107762,19540606,    8,    0
107762,19540607,  230,    0
107762,19540608,    0,    0
107762,19540609,   11,    0
107762,19540610,   29,    0
107762,19540611,    0,    0
107762,19540612,    0,    0
107762,19540613,    0,    0
107762,19540614,   10,    0
107762,19540615,-9999,    9
107762,19540616,   35,    0
107762,19540617,   12,    0
107762,19540618,    0,    0
107762,19540619,    9,    0
107762,19540620,    3,    0
107762,19540621,    2,    0
107762,19540622,    0,    0
107762,19540623,    0,    0
107762,19540624,   11,    0
107762,19540625,    1,    0
107762,19540626,    1,    0
107762,19540627,   22,    0
107762,19540628,    5,    0
107762,19540629,    0,    0
107762,19540630,    0,    0
107762,19540701,    3,    0
107762,19540702,    2,    0
107762,19540703,   29,    0
107762,19540704,   23,    0
107762,19540705,  106,    0
107762,19540706,    5,    0
107762,19540707,   79,    0
107762,19540708,    1,    0
107762,19540709,   11,    0
107762,19540710,    7,    0
107762,19540711,    9,    0
107762,19540712,   17,    0
107762,19540713,-9999,    9
107762,19540714,    0,    0
107762,19540715,    6,    0
107762,19540716,   16,    0
107762,19540717,    8,    0
107762,19540718,    4,    0
107762,19540719,-9999,    9
107762,19540720,    0,    0
107762,19540721,    0,    0
107762,19540722,   21,    0
107762,19540723,   21,    0
107762,19540724,   51,    0
107762,19540725,   37,    0
107762,19540726,   21,    0
107762,19540727,    3,    0
107762,19540728,    9,    0
107762,19540729,    0,    0
107762,19540730,    0,    0
107762,19540731,   29,    0
107762,19540801,   86,    0
107762,19540802,    1,    0
107762,19540803,   94,    0
107762,19540804,   28,    0
107762,19540805,   13,    0
107762,19540806,    8,    0
107762,19540807,    6,    0
107762,19540808,  145,    0
107762,19540809,    2,    0
107762,19540810,    0,    0
107762,19540811,   27,    0
107762,19540812,    6,    0
107762,19540813,    0,    0
107762,19540814,    0,    0
107762,19540815,    0,    0
107762,19540816,   25,    0
107762,19540817,  124,    0
107762,19540818,   11,    0
107762,19540819,    0,    0
107762,19540820,    0,    0
107762,19540821,    0,    0
107762,19540822,    7,    0
107762,19540823,    0,    0
107762,19540824,    0,    0
107762,19540825,    0,    0
107762,19540826,    5,    0
107762,19540827,    7,    0
107762,19540828,   23,    0
107762,19540829,    0,    0
107762,19540830,    7,    0
107762,19540831,    0,    0
107762,19540901,   24,    0
107762,19540902,  113,    0
107762,19540903,    0,    0
107762,19540904,    0,    0
107762,19540905,   85,    0
107762,19540906,    0,    0
107762,19540907,   61,    0
107762,19540908,   68,    0
107762,19540909,   65,    0
107762,19540910,   70,    0
107762,19540911,   11,    0
107762,19540912,    9,    0
107762,19540913,   21,    0
107762,19540914,    8,    0
107762,19540915,   15,    0
107762,19540916,    4,    0
107762,19540917,    0,    0
107762,19540918,    1,    0
107762,19540919,   25,    0
107762,19540920,    0,    0
107762,19540921,    0,    0
107762,19540922,    0,    0
107762,19540923,  343,    0
107762,19540924,    0,    0
107762,19540925,   18,    0
107762,19540926,    9,    0
107762,19540927,    3,    0
107762,19540928,    3,    0
107762,19540929,   16,    0
107762,19540930,    3,    0
107762,19541001,    6,    0
107762,19541002,  176,    0
107762,19541003,   25,    0
107762,19541004,   18,    0
107762,19541005,    2,    0
107762,19541006,-9999,    9
107762,19541007,   14,    0
107762,19541008,    7,    0
107762,19541009,   15,    0
107762,19541010,    0,    0
107762,19541011,    0,    0
107762,19541012,-9999,    9
107762,19541013,   42,    0
107762,19541014,  185,    0
107762,19541015,   71,    0
107762,19541016,   39,    0
107762,19541017,   48,    0
107762,19541018,   10,    0
107762,19541019,    0,    0
107762,19541020,    2,    0
107762,19541021,   41,    0
107762,19541022,   12,    0
107762,19541023,  169,    0
107762,19541024,    3,    0
107762,19541025,   14,    0
107762,19541026,  347,    0
107762,19541027,    1,    0
107762,19541028,  200,    0
107762,19541029,   28,    0
107762,19541030,   27,    0
107762,19541031,    8,    0
107762,19541101,-9999,    9
107762,19541102,    0,    0
107762,19541103,    0,    0
107762,19541104,   27,    0
107762,19541105,   76,    0
107762,19541106,    0,    0
107762,19541107,   40,    0
107762,19541108,   51,    0
107762,19541109,   73,    0
107762,19541110,    8,    0
107762,19541111,   21,    0
107762,19541112,    5,    0
107762,19541113,    1,    0
107762,19541114,    0,    0
107762,19541115,   18,    0
107762,19541116,    0,    0
107762,19541117,    0,    0
107762,19541118,   21,    0
107762,19541119,   54,    0
107762,19541120,   83,    0
107762,19541121,   89,    0
107762,19541122,  113,    0
107762,19541123,    0,    0
107762,19541124,  113,    0
107762,19541125,  115,    0
107762,19541126,   93,    0
107762,19541127,  117,    0
107762,19541128,   15,    0
107762,19541129,  152,    0
107762,19541130,    1,    0
107762,19541201,  119,    0
107762,19541202,    2,    0
107762,19541203,   14,    0
107762,19541204,-9999,    9
107762,19541205,   62,    0
107762,19541206,   71,    0
107762,19541207,  172,    0
107762,19541208,   21,    0
107762,19541209,   11,    0
107762,19541210,-9999,    9
107762,19541211,  105,    0
107762,19541212,   71,    0
107762,19541213,   11,    0
107762,19541214,    5,    0
107762,19541215,   29,    0
107762,19541216,   17,    0
107762,19541217,    0,    0
107762,19541218,    0,    0
107762,19541219,    0,    0
107762,19541220,    0,    0
107762,19541221,    0,    0
107762,19541222,    1,    0
107762,19541223,    8,    0
107762,19541224,    0,    0
107762,19541225,    5,    0
107762,19541226,    0,    0
107762,19541227,    0,    0
107762,19541228,    2,    0
107762,19541229,   14,    0
107762,19541230,   11,    0
107762,19541231,   99,    0
107762,19550101,    0,    0
107762,19550102,    0,    0
107762,19550103,    9,    0
107762,19550104,  114,    0
107762,19550105,    0,    0
107762,19550106,    8,    0
107762,19550107,    0,    0
107762,19550108,    8,    0
107762,19550109,  100,    0
107762,19550110,  124,    0
107762,19550111,    0,    0
107762,19550112,-9999,    9
107762,19550113,   52,    0
107762,19550114,   98,    0
107762,19550115,  155,    0
107762,19550116,    2,    0
107762,19550117,    1,    0
107762,19550118,    7,    0
107762,19550119,   98,    0
107762,19550120,   91,    0
107762,19550121,    1,    0
107762,19550122,    0,    0
107762,19550123,    0,    0
107762,19550124,   12,    0
107762,19550125,   22,    0
107762,19550126,   16,    0
107762,19550127,  207,    0
107762,19550128,   93,    0
107762,19550129,    8,    0
107762,19550130,    7,    0
107762,19550131,   13,    0
107762,19550201,  315,    0
