EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 24-04-2018
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TG   : mean temperature in 0.1 &#176;C
23-27 Q_TG : Quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station IRELAND, WATERFORD (TYCOR) (STAID: 1760).
Blended and updated with sources: 107547 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TG, Q_TG
107547,19610101,   55,    0
107547,19610102,   44,    0
107547,19610103,   25,    0
107547,19610104,   36,    0
107547,19610105,   31,    0
107547,19610106,   47,    0
107547,19610107,   41,    0
107547,19610108,   55,    0
107547,19610109,   50,    0
107547,19610110,   61,    0
107547,19610111,-9999,    9
107547,19610112,   39,    0
107547,19610113,   69,    0
107547,19610114,   22,    0
107547,19610115,   22,    0
107547,19610116,   38,    0
107547,19610117,-9999,    9
107547,19610118,-9999,    9
107547,19610119,   44,    0
107547,19610120,   39,    0
107547,19610121,   58,    0
107547,19610122,   69,    0
107547,19610123,   61,    0
107547,19610124,   56,    0
107547,19610125,   33,    0
107547,19610126,   55,    0
107547,19610127,   78,    0
107547,19610128,   66,    0
107547,19610129,   75,    0
107547,19610130,   78,    0
107547,19610131,   52,    0
107547,19610201,   47,    0
107547,19610202,   52,    0
107547,19610203,   56,    0
107547,19610204,   61,    0
107547,19610205,   86,    0
107547,19610206,   55,    0
107547,19610207,   67,    0
107547,19610208,   75,    0
107547,19610209,   99,    0
107547,19610210,   89,    0
107547,19610211,   91,    0
107547,19610212,   94,    0
107547,19610213,   91,    0
107547,19610214,   94,    0
107547,19610215,   66,    0
107547,19610216,   78,    0
107547,19610217,   91,    0
107547,19610218,  110,    0
107547,19610219,   83,    0
107547,19610220,   89,    0
107547,19610221,   72,    0
107547,19610222,   69,    0
107547,19610223,   72,    0
107547,19610224,   89,    0
107547,19610225,   78,    0
107547,19610226,   80,    0
107547,19610227,   63,    0
107547,19610228,   69,    0
107547,19610301,   81,    0
107547,19610302,  102,    0
107547,19610303,   74,    0
107547,19610304,   91,    0
107547,19610305,   94,    0
107547,19610306,  108,    0
107547,19610307,   94,    0
107547,19610308,   89,    0
107547,19610309,   83,    0
107547,19610310,   81,    0
107547,19610311,-9999,    9
107547,19610312,  119,    0
107547,19610313,  121,    0
107547,19610314,   86,    0
107547,19610315,   99,    0
107547,19610316,   81,    0
107547,19610317,   83,    0
107547,19610318,   67,    0
107547,19610319,   44,    0
107547,19610320,   66,    0
107547,19610321,   63,    0
107547,19610322,   67,    0
107547,19610323,   83,    0
107547,19610324,   94,    0
107547,19610325,   80,    0
107547,19610326,   99,    0
107547,19610327,   52,    0
107547,19610328,   56,    0
107547,19610329,   86,    0
107547,19610330,  119,    0
107547,19610331,  102,    0
107547,19610401,  108,    0
107547,19610402,   97,    0
107547,19610403,-9999,    9
107547,19610404,   88,    0
107547,19610405,   96,    0
107547,19610406,  100,    0
107547,19610407,   80,    0
107547,19610408,-9999,    9
107547,19610409,  100,    0
107547,19610410,  121,    0
107547,19610411,   75,    0
107547,19610412,  108,    0
107547,19610413,  111,    0
107547,19610414,   99,    0
107547,19610415,   94,    0
107547,19610416,   88,    0
107547,19610417,   97,    0
107547,19610418,  106,    0
107547,19610419,  102,    0
107547,19610420,   91,    0
107547,19610421,  108,    0
107547,19610422,  116,    0
107547,19610423,  111,    0
107547,19610424,   91,    0
107547,19610425,   97,    0
107547,19610426,   94,    0
107547,19610427,   99,    0
107547,19610428,  121,    0
107547,19610429,  119,    0
107547,19610430,  127,    0
107547,19610501,  114,    0
107547,19610502,   97,    0
107547,19610503,  105,    0
107547,19610504,  116,    0
107547,19610505,  114,    0
107547,19610506,  119,    0
107547,19610507,  102,    0
107547,19610508,  111,    0
107547,19610509,   99,    0
107547,19610510,  116,    0
107547,19610511,  130,    0
107547,19610512,  108,    0
107547,19610513,  136,    0
107547,19610514,  122,    0
107547,19610515,  122,    0
107547,19610516,  108,    0
107547,19610517,  121,    0
107547,19610518,  111,    0
107547,19610519,  114,    0
107547,19610520,  125,    0
107547,19610521,  116,    0
107547,19610522,  111,    0
107547,19610523,  114,    0
107547,19610524,  127,    0
107547,19610525,  119,    0
107547,19610526,   82,    0
107547,19610527,   78,    0
107547,19610528,   91,    0
107547,19610529,  108,    0
107547,19610530,  125,    0
107547,19610531,  125,    0
107547,19610601,  111,    0
107547,19610602,  133,    0
107547,19610603,  149,    0
107547,19610604,  138,    0
107547,19610605,  131,    0
107547,19610606,  136,    0
107547,19610607,  132,    0
107547,19610608,  114,    0
107547,19610609,  111,    0
107547,19610610,  133,    0
107547,19610611,  144,    0
107547,19610612,  114,    0
107547,19610613,  124,    0
107547,19610614,  130,    0
107547,19610615,  149,    0
107547,19610616,  121,    0
107547,19610617,  155,    0
107547,19610618,  130,    0
107547,19610619,  125,    0
107547,19610620,  122,    0
107547,19610621,  139,    0
107547,19610622,  152,    0
107547,19610623,  178,    0
107547,19610624,  164,    0
107547,19610625,  158,    0
107547,19610626,  144,    0
107547,19610627,  122,    0
107547,19610628,  139,    0
107547,19610629,  150,    0
107547,19610630,  169,    0
107547,19610701,  178,    0
107547,19610702,  164,    0
107547,19610703,  164,    0
107547,19610704,  144,    0
107547,19610705,  122,    0
107547,19610706,  156,    0
107547,19610707,  169,    0
107547,19610708,  178,    0
107547,19610709,  175,    0
107547,19610710,  163,    0
107547,19610711,  155,    0
107547,19610712,  166,    0
107547,19610713,  127,    0
107547,19610714,  130,    0
107547,19610715,  130,    0
107547,19610716,  139,    0
107547,19610717,  149,    0
107547,19610718,  141,    0
107547,19610719,  149,    0
107547,19610720,  139,    0
107547,19610721,  147,    0
107547,19610722,  139,    0
107547,19610723,  147,    0
107547,19610724,  161,    0
107547,19610725,  144,    0
107547,19610726,  169,    0
107547,19610727,  136,    0
107547,19610728,  139,    0
107547,19610729,  147,    0
107547,19610730,  133,    0
107547,19610731,  147,    0
107547,19610801,  150,    0
107547,19610802,  147,    0
107547,19610803,  135,    0
107547,19610804,  185,    0
107547,19610805,  144,    0
107547,19610806,  146,    0
107547,19610807,  125,    0
107547,19610808,  136,    0
107547,19610809,  135,    0
107547,19610810,  139,    0
107547,19610811,  136,    0
107547,19610812,  130,    0
107547,19610813,  144,    0
107547,19610814,  160,    0
107547,19610815,  158,    0
107547,19610816,  160,    0
107547,19610817,  169,    0
107547,19610818,  150,    0
107547,19610819,  144,    0
107547,19610820,  144,    0
107547,19610821,  155,    0
107547,19610822,  150,    0
107547,19610823,  141,    0
107547,19610824,  152,    0
107547,19610825,  141,    0
107547,19610826,  156,    0
107547,19610827,  150,    0
107547,19610828,  160,    0
107547,19610829,  178,    0
107547,19610830,  141,    0
107547,19610831,  133,    0
107547,19610901,  172,    0
107547,19610902,  180,    0
107547,19610903,  155,    0
107547,19610904,  160,    0
107547,19610905,  133,    0
107547,19610906,  119,    0
107547,19610907,  128,    0
107547,19610908,  135,    0
107547,19610909,  133,    0
107547,19610910,  155,    0
107547,19610911,  132,    0
107547,19610912,  128,    0
107547,19610913,  149,    0
107547,19610914,  136,    0
107547,19610915,  158,    0
107547,19610916,  144,    0
107547,19610917,  141,    0
107547,19610918,  111,    0
107547,19610919,  149,    0
107547,19610920,  139,    0
107547,19610921,  155,    0
107547,19610922,  132,    0
107547,19610923,  169,    0
107547,19610924,  114,    0
107547,19610925,  114,    0
107547,19610926,  141,    0
107547,19610927,  102,    0
107547,19610928,  124,    0
107547,19610929,  114,    0
107547,19610930,  108,    0
107547,19611001,  128,    0
107547,19611002,  130,    0
107547,19611003,  119,    0
107547,19611004,   82,    0
107547,19611005,   99,    0
107547,19611006,  108,    0
107547,19611007,   96,    0
107547,19611008,  116,    0
107547,19611009,  114,    0
107547,19611010,  128,    0
107547,19611011,  114,    0
107547,19611012,  111,    0
107547,19611013,  130,    0
107547,19611014,  116,    0
107547,19611015,  119,    0
107547,19611016,   99,    0
107547,19611017,  111,    0
107547,19611018,   94,    0
107547,19611019,   78,    0
107547,19611020,   66,    0
107547,19611021,   88,    0
107547,19611022,   99,    0
107547,19611023,   91,    0
107547,19611024,   91,    0
107547,19611025,   91,    0
107547,19611026,   96,    0
107547,19611027,   86,    0
107547,19611028,   77,    0
107547,19611029,   61,    0
107547,19611030,   78,    0
107547,19611031,  105,    0
107547,19611101,   89,    0
107547,19611102,   99,    0
107547,19611103,   58,    0
107547,19611104,   55,    0
107547,19611105,   75,    0
107547,19611106,   94,    0
107547,19611107,   94,    0
107547,19611108,   64,    0
107547,19611109,   44,    0
107547,19611110,   47,    0
107547,19611111,   44,    0
107547,19611112,   47,    0
107547,19611113,   67,    0
107547,19611114,   83,    0
107547,19611115,   72,    0
107547,19611116,   66,    0
107547,19611117,   74,    0
107547,19611118,   78,    0
107547,19611119,   82,    0
107547,19611120,   77,    0
107547,19611121,   86,    0
107547,19611122,   91,    0
107547,19611123,   55,    0
107547,19611124,   75,    0
107547,19611125,   52,    0
107547,19611126,   58,    0
107547,19611127,   47,    0
107547,19611128,   48,    0
107547,19611129,-9999,    9
107547,19611130,  105,    0
107547,19611201,   58,    0
107547,19611202,   38,    0
107547,19611203,   56,    0
107547,19611204,   78,    0
107547,19611205,   28,    0
107547,19611206,    5,    0
107547,19611207,-9999,    9
107547,19611208,-9999,    9
107547,19611209,   89,    0
107547,19611210,  102,    0
107547,19611211,  102,    0
107547,19611212,  102,    0
107547,19611213,  102,    0
107547,19611214,   64,    0
107547,19611215,   94,    0
107547,19611216,   96,    0
107547,19611217,   78,    0
107547,19611218,   52,    0
107547,19611219,   33,    0
107547,19611220,   33,    0
107547,19611221,   47,    0
107547,19611222,   55,    0
107547,19611223,   47,    0
107547,19611224,   -3,    0
107547,19611225,    8,    0
107547,19611226,   13,    0
107547,19611227,   22,    0
107547,19611228,   -3,    0
107547,19611229,    0,    0
107547,19611230,    3,    0
107547,19611231,  -35,    0
107547,19620101,  -14,    0
107547,19620102,  -14,    0
107547,19620103,   -9,    0
107547,19620104,   30,    0
107547,19620105,   39,    0
107547,19620106,   75,    0
107547,19620107,   67,    0
107547,19620108,   69,    0
107547,19620109,   38,    0
107547,19620110,   58,    0
107547,19620111,   38,    0
107547,19620112,   47,    0
107547,19620113,   30,    0
107547,19620114,   42,    0
107547,19620115,   52,    0
107547,19620116,   50,    0
107547,19620117,   63,    0
107547,19620118,   52,    0
107547,19620119,   66,    0
107547,19620120,   83,    0
107547,19620121,   74,    0
107547,19620122,   41,    0
107547,19620123,   61,    0
107547,19620124,   69,    0
107547,19620125,   97,    0
107547,19620126,   82,    0
107547,19620127,   69,    0
107547,19620128,   72,    0
107547,19620129,   72,    0
107547,19620130,   75,    0
107547,19620131,   91,    0
107547,19620201,   55,    0
107547,19620202,   67,    0
107547,19620203,   89,    0
107547,19620204,   83,    0
107547,19620205,   78,    0
107547,19620206,   83,    0
107547,19620207,   72,    0
107547,19620208,   58,    0
107547,19620209,   72,    0
107547,19620210,   97,    0
107547,19620211,   69,    0
107547,19620212,   80,    0
107547,19620213,   55,    0
107547,19620214,-9999,    9
107547,19620215,   61,    0
107547,19620216,   85,    0
107547,19620217,   72,    0
107547,19620218,   94,    0
107547,19620219,   74,    0
107547,19620220,   86,    0
107547,19620221,   75,    0
107547,19620222,   49,    0
107547,19620223,   28,    0
107547,19620224,   30,    0
107547,19620225,   36,    0
107547,19620226,    6,    0
107547,19620227,    6,    0
107547,19620228,   11,    0
107547,19620301,   28,    0
107547,19620302,   22,    0
107547,19620303,   -2,    0
107547,19620304,   -5,    0
107547,19620305,    2,    0
107547,19620306,   11,    0
107547,19620307,   38,    0
107547,19620308,   47,    0
107547,19620309,   72,    0
107547,19620310,   77,    0
107547,19620311,   61,    0
107547,19620312,   52,    0
107547,19620313,   19,    0
107547,19620314,   22,    0
107547,19620315,   44,    0
107547,19620316,   49,    0
107547,19620317,   58,    0
107547,19620318,   36,    0
107547,19620319,   30,    0
107547,19620320,   41,    0
107547,19620321,   44,    0
107547,19620322,   44,    0
107547,19620323,   52,    0
107547,19620324,   50,    0
107547,19620325,   47,    0
107547,19620326,   86,    0
107547,19620327,   78,    0
107547,19620328,   83,    0
107547,19620329,   83,    0
107547,19620330,   50,    0
107547,19620331,   44,    0
107547,19620401,   55,    0
107547,19620402,   61,    0
107547,19620403,   66,    0
107547,19620404,   66,    0
107547,19620405,   63,    0
107547,19620406,   61,    0
107547,19620407,   86,    0
107547,19620408,   58,    0
107547,19620409,   69,    0
107547,19620410,   89,    0
107547,19620411,   89,    0
107547,19620412,   86,    0
107547,19620413,   77,    0
107547,19620414,   69,    0
107547,19620415,   55,    0
107547,19620416,   72,    0
107547,19620417,   63,    0
107547,19620418,   72,    0
107547,19620419,   94,    0
107547,19620420,   89,    0
107547,19620421,   97,    0
107547,19620422,   78,    0
107547,19620423,   91,    0
107547,19620424,  114,    0
107547,19620425,  116,    0
107547,19620426,  124,    0
107547,19620427,  131,    0
107547,19620428,  111,    0
107547,19620429,  108,    0
107547,19620430,  102,    0
107547,19620501,   91,    0
107547,19620502,  106,    0
107547,19620503,   89,    0
107547,19620504,   97,    0
107547,19620505,  116,    0
107547,19620506,  116,    0
107547,19620507,  110,    0
107547,19620508,  125,    0
107547,19620509,   99,    0
107547,19620510,  108,    0
107547,19620511,  116,    0
107547,19620512,  114,    0
107547,19620513,  111,    0
107547,19620514,  128,    0
107547,19620515,  124,    0
107547,19620516,  105,    0
107547,19620517,   96,    0
107547,19620518,   83,    0
107547,19620519,   80,    0
107547,19620520,   91,    0
107547,19620521,  102,    0
107547,19620522,   99,    0
107547,19620523,  106,    0
107547,19620524,   97,    0
107547,19620525,   74,    0
107547,19620526,   74,    0
107547,19620527,   86,    0
107547,19620528,  106,    0
107547,19620529,  116,    0
107547,19620530,  114,    0
107547,19620531,-9999,    9
107547,19620601,   80,    0
107547,19620602,   96,    0
107547,19620603,  119,    0
107547,19620604,  111,    0
107547,19620605,  121,    0
107547,19620606,  124,    0
107547,19620607,  144,    0
107547,19620608,  147,    0
107547,19620609,  149,    0
107547,19620610,  114,    0
107547,19620611,  122,    0
107547,19620612,  136,    0
107547,19620613,  128,    0
107547,19620614,  133,    0
107547,19620615,-9999,    9
107547,19620616,  111,    0
107547,19620617,  116,    0
107547,19620618,  141,    0
107547,19620619,  127,    0
107547,19620620,  152,    0
107547,19620621,  136,    0
107547,19620622,  125,    0
107547,19620623,  127,    0
107547,19620624,  131,    0
107547,19620625,  116,    0
107547,19620626,  136,    0
107547,19620627,  116,    0
107547,19620628,  144,    0
107547,19620629,  149,    0
107547,19620630,  139,    0
107547,19620701,  152,    0
107547,19620702,  149,    0
107547,19620703,  152,    0
107547,19620704,  133,    0
107547,19620705,  105,    0
107547,19620706,  131,    0
107547,19620707,  141,    0
107547,19620708,  155,    0
107547,19620709,  156,    0
107547,19620710,  150,    0
107547,19620711,  136,    0
107547,19620712,  144,    0
107547,19620713,  133,    0
107547,19620714,  166,    0
107547,19620715,  144,    0
107547,19620716,  155,    0
107547,19620717,  141,    0
107547,19620718,  150,    0
107547,19620719,  160,    0
107547,19620720,  149,    0
107547,19620721,  136,    0
107547,19620722,  152,    0
107547,19620723,  144,    0
107547,19620724,  139,    0
107547,19620725,  144,    0
107547,19620726,  128,    0
107547,19620727,  132,    0
107547,19620728,  166,    0
107547,19620729,  169,    0
107547,19620730,  164,    0
107547,19620731,  158,    0
107547,19620801,  164,    0
107547,19620802,  152,    0
107547,19620803,  144,    0
107547,19620804,  127,    0
107547,19620805,  124,    0
107547,19620806,  128,    0
107547,19620807,  122,    0
107547,19620808,  116,    0
107547,19620809,  142,    0
107547,19620810,  144,    0
107547,19620811,  152,    0
107547,19620812,  130,    0
107547,19620813,  125,    0
107547,19620814,  133,    0
107547,19620815,  155,    0
107547,19620816,  138,    0
107547,19620817,  132,    0
107547,19620818,  122,    0
107547,19620819,-9999,    9
107547,19620820,  152,    0
107547,19620821,  141,    0
107547,19620822,  155,    0
107547,19620823,  144,    0
107547,19620824,  144,    0
107547,19620825,  130,    0
107547,19620826,  147,    0
107547,19620827,  133,    0
107547,19620828,  152,    0
107547,19620829,  138,    0
107547,19620830,  121,    0
107547,19620831,  164,    0
107547,19620901,  150,    0
107547,19620902,  160,    0
107547,19620903,  152,    0
107547,19620904,  144,    0
107547,19620905,  132,    0
107547,19620906,  155,    0
107547,19620907,  122,    0
107547,19620908,  128,    0
107547,19620909,  133,    0
107547,19620910,  149,    0
107547,19620911,  139,    0
107547,19620912,  136,    0
107547,19620913,  108,    0
107547,19620914,  119,    0
107547,19620915,  133,    0
107547,19620916,  102,    0
107547,19620917,   91,    0
107547,19620918,   74,    0
107547,19620919,  105,    0
107547,19620920,   89,    0
107547,19620921,  111,    0
107547,19620922,   86,    0
107547,19620923,  116,    0
107547,19620924,  130,    0
107547,19620925,  136,    0
107547,19620926,  105,    0
107547,19620927,  100,    0
107547,19620928,  128,    0
107547,19620929,   91,    0
107547,19620930,  121,    0
107547,19621001,  128,    0
107547,19621002,  116,    0
107547,19621003,  108,    0
107547,19621004,  131,    0
107547,19621005,  121,    0
107547,19621006,  125,    0
107547,19621007,  133,    0
107547,19621008,  133,    0
107547,19621009,  122,    0
107547,19621010,  121,    0
107547,19621011,  136,    0
107547,19621012,  125,    0
107547,19621013,  105,    0
107547,19621014,  111,    0
107547,19621015,   97,    0
107547,19621016,   74,    0
107547,19621017,   83,    0
107547,19621018,   94,    0
107547,19621019,  116,    0
107547,19621020,  116,    0
107547,19621021,  105,    0
107547,19621022,  114,    0
107547,19621023,  111,    0
107547,19621024,  111,    0
107547,19621025,  130,    0
107547,19621026,   58,    0
107547,19621027,   63,    0
107547,19621028,   72,    0
107547,19621029,   72,    0
107547,19621030,   75,    0
107547,19621031,   78,    0
107547,19621101,   86,    0
107547,19621102,   89,    0
107547,19621103,   67,    0
107547,19621104,   69,    0
107547,19621105,   83,    0
107547,19621106,   89,    0
107547,19621107,   91,    0
107547,19621108,   61,    0
107547,19621109,   75,    0
107547,19621110,  100,    0
107547,19621111,   77,    0
107547,19621112,   55,    0
107547,19621113,   44,    0
107547,19621114,   66,    0
107547,19621115,   55,    0
107547,19621116,   49,    0
107547,19621117,   52,    0
107547,19621118,   22,    0
107547,19621119,-9999,    9
107547,19621120,   33,    0
107547,19621121,   52,    0
107547,19621122,   58,    0
107547,19621123,   94,    0
107547,19621124,   89,    0
107547,19621125,  105,    0
107547,19621126,   36,    0
107547,19621127,   52,    0
107547,19621128,   63,    0
107547,19621129,   61,    0
107547,19621130,   72,    0
107547,19621201,   78,    0
107547,19621202,   83,    0
107547,19621203,   89,    0
107547,19621204,   94,    0
107547,19621205,   81,    0
107547,19621206,   86,    0
107547,19621207,  100,    0
107547,19621208,   86,    0
107547,19621209,   74,    0
107547,19621210,   83,    0
107547,19621211,-9999,    9
107547,19621212,   30,    0
107547,19621213,   42,    0
107547,19621214,   80,    0
107547,19621215,  108,    0
107547,19621216,   58,    0
107547,19621217,   49,    0
107547,19621218,   63,    0
107547,19621219,   72,    0
107547,19621220,   75,    0
107547,19621221,   50,    0
107547,19621222,   39,    0
107547,19621223,   49,    0
107547,19621224,    0,    0
107547,19621225,  -11,    0
107547,19621226,    6,    0
107547,19621227,   -3,    0
107547,19621228,  -11,    0
107547,19621229,  -14,    0
107547,19621230,    6,    0
107547,19621231,    0,    0
107547,19630101,    9,    0
107547,19630102,   12,    0
107547,19630103,    9,    0
107547,19630104,   11,    0
107547,19630105,   19,    0
107547,19630106,   26,    0
107547,19630107,   15,    0
107547,19630108,    6,    0
107547,19630109,    8,    0
107547,19630110,   14,    0
107547,19630111,   14,    0
107547,19630112,  -34,    0
107547,19630113,  -35,    0
107547,19630114,  -20,    0
107547,19630115,    1,    0
107547,19630116,   25,    0
107547,19630117,   -9,    0
107547,19630118,    2,    0
107547,19630119,  -11,    0
107547,19630120,  -16,    0
107547,19630121,   -9,    0
107547,19630122,   -5,    0
107547,19630123,    1,    0
107547,19630124,   15,    0
107547,19630125,    6,    0
107547,19630126,    6,    0
107547,19630127,    9,    0
107547,19630128,   23,    0
107547,19630129,   27,    0
107547,19630130,   17,    0
107547,19630131,    8,    0
107547,19630201,    8,    0
107547,19630202,  -28,    0
107547,19630203,  -20,    0
107547,19630204,   -9,    0
107547,19630205,   12,    0
107547,19630206,   57,    0
107547,19630207,   65,    0
107547,19630208,   49,    0
107547,19630209,   52,    0
107547,19630210,   11,    0
107547,19630211,   12,    0
107547,19630212,   23,    0
107547,19630213,   38,    0
107547,19630214,   63,    0
107547,19630215,   69,    0
107547,19630216,   25,    0
107547,19630217,   15,    0
107547,19630218,   16,    0
107547,19630219,    4,    0
107547,19630220,    3,    0
107547,19630221,   29,    0
107547,19630222,   17,    0
107547,19630223,   31,    0
107547,19630224,   31,    0
107547,19630225,   35,    0
107547,19630226,   42,    0
107547,19630227,   36,    0
107547,19630228,   46,    0
107547,19630301,   48,    0
107547,19630302,   54,    0
107547,19630303,   63,    0
107547,19630304,   72,    0
107547,19630305,   91,    0
107547,19630306,   91,    0
107547,19630307,   80,    0
107547,19630308,   75,    0
107547,19630309,   77,    0
107547,19630310,   83,    0
107547,19630311,   57,    0
107547,19630312,   67,    0
107547,19630313,   62,    0
107547,19630314,   81,    0
107547,19630315,   88,    0
107547,19630316,   91,    0
107547,19630317,   78,    0
107547,19630318,   97,    0
107547,19630319,   71,    0
107547,19630320,   82,    0
107547,19630321,   61,    0
107547,19630322,   52,    0
107547,19630323,   77,    0
107547,19630324,   58,    0
107547,19630325,   91,    0
107547,19630326,   84,    0
107547,19630327,   78,    0
107547,19630328,   45,    0
107547,19630329,   44,    0
107547,19630330,   61,    0
107547,19630331,   52,    0
107547,19630401,   77,    0
107547,19630402,   72,    0
107547,19630403,   76,    0
107547,19630404,   69,    0
107547,19630405,   54,    0
107547,19630406,   62,    0
107547,19630407,   60,    0
107547,19630408,   67,    0
107547,19630409,   56,    0
107547,19630410,   76,    0
107547,19630411,   62,    0
107547,19630412,   32,    0
107547,19630413,   72,    0
107547,19630414,   88,    0
107547,19630415,  111,    0
107547,19630416,   81,    0
107547,19630417,   92,    0
107547,19630418,   87,    0
107547,19630419,   70,    0
107547,19630420,   84,    0
107547,19630421,   84,    0
107547,19630422,   96,    0
107547,19630423,   96,    0
107547,19630424,  106,    0
107547,19630425,   96,    0
107547,19630426,  100,    0
107547,19630427,  133,    0
107547,19630428,  139,    0
107547,19630429,  116,    0
107547,19630430,   90,    0
107547,19630501,   92,    0
107547,19630502,   71,    0
107547,19630503,   98,    0
107547,19630504,   77,    0
107547,19630505,   77,    0
107547,19630506,   74,    0
107547,19630507,  106,    0
107547,19630508,  105,    0
107547,19630509,   89,    0
107547,19630510,   99,    0
107547,19630511,   82,    0
107547,19630512,  105,    0
107547,19630513,  110,    0
107547,19630514,  104,    0
107547,19630515,   94,    0
107547,19630516,  132,    0
107547,19630517,   95,    0
107547,19630518,  106,    0
107547,19630519,-9999,    9
107547,19630520,  110,    0
107547,19630521,   98,    0
107547,19630522,   87,    0
107547,19630523,   93,    0
107547,19630524,   89,    0
107547,19630525,  114,    0
107547,19630526,  130,    0
107547,19630527,  106,    0
107547,19630528,  111,    0
107547,19630529,  126,    0
107547,19630530,  128,    0
107547,19630531,  158,    0
107547,19630601,  188,    0
107547,19630602,  156,    0
107547,19630603,  139,    0
107547,19630604,  158,    0
107547,19630605,  150,    0
107547,19630606,  143,    0
107547,19630607,  122,    0
107547,19630608,  162,    0
107547,19630609,  181,    0
107547,19630610,  194,    0
107547,19630611,  170,    0
107547,19630612,  152,    0
107547,19630613,  139,    0
107547,19630614,  152,    0
107547,19630615,-9999,    9
107547,19630616,  149,    0
107547,19630617,  134,    0
107547,19630618,  137,    0
107547,19630619,  114,    0
107547,19630620,  142,    0
107547,19630621,  139,    0
107547,19630622,  131,    0
107547,19630623,   99,    0
107547,19630624,  119,    0
107547,19630625,  128,    0
107547,19630626,  132,    0
107547,19630627,  118,    0
107547,19630628,  119,    0
107547,19630629,  119,    0
107547,19630630,  131,    0
107547,19630701,  126,    0
107547,19630702,  140,    0
107547,19630703,  129,    0
107547,19630704,  137,    0
107547,19630705,  147,    0
107547,19630706,  149,    0
107547,19630707,  138,    0
107547,19630708,  141,    0
107547,19630709,  142,    0
107547,19630710,  137,    0
107547,19630711,  138,    0
107547,19630712,  131,    0
107547,19630713,  130,    0
107547,19630714,  144,    0
107547,19630715,  149,    0
107547,19630716,  141,    0
107547,19630717,  126,    0
107547,19630718,  132,    0
107547,19630719,  167,    0
107547,19630720,  145,    0
107547,19630721,  148,    0
107547,19630722,  161,    0
107547,19630723,  139,    0
107547,19630724,  136,    0
107547,19630725,  125,    0
107547,19630726,  128,    0
107547,19630727,  138,    0
107547,19630728,  148,    0
107547,19630729,  146,    0
107547,19630730,  164,    0
107547,19630731,  170,    0
107547,19630801,  177,    0
107547,19630802,  182,    0
107547,19630803,  175,    0
107547,19630804,  162,    0
107547,19630805,  158,    0
107547,19630806,  152,    0
107547,19630807,  167,    0
107547,19630808,  134,    0
107547,19630809,  119,    0
107547,19630810,  159,    0
107547,19630811,  148,    0
107547,19630812,  149,    0
107547,19630813,  127,    0
107547,19630814,  130,    0
107547,19630815,  111,    0
107547,19630816,  119,    0
107547,19630817,  133,    0
107547,19630818,  137,    0
107547,19630819,  147,    0
107547,19630820,  136,    0
107547,19630821,  136,    0
107547,19630822,  141,    0
107547,19630823,  138,    0
107547,19630824,  151,    0
107547,19630825,  147,    0
107547,19630826,  144,    0
107547,19630827,  136,    0
107547,19630828,   94,    0
107547,19630829,  133,    0
107547,19630830,  139,    0
107547,19630831,  134,    0
107547,19630901,  132,    0
107547,19630902,  145,    0
107547,19630903,  115,    0
107547,19630904,  122,    0
107547,19630905,  117,    0
107547,19630906,  115,    0
107547,19630907,  137,    0
107547,19630908,  108,    0
107547,19630909,  124,    0
107547,19630910,  119,    0
107547,19630911,  134,    0
107547,19630912,  122,    0
107547,19630913,  144,    0
107547,19630914,  136,    0
107547,19630915,  122,    0
107547,19630916,  128,    0
107547,19630917,  127,    0
107547,19630918,  126,    0
107547,19630919,  133,    0
107547,19630920,  142,    0
107547,19630921,  134,    0
107547,19630922,  114,    0
107547,19630923,  142,    0
107547,19630924,  124,    0
107547,19630925,  103,    0
107547,19630926,  104,    0
107547,19630927,  114,    0
107547,19630928,  109,    0
107547,19630929,  130,    0
107547,19630930,  112,    0
107547,19631001,  116,    0
107547,19631002,  107,    0
107547,19631003,-9999,    9
107547,19631004,   91,    0
107547,19631005,  102,    0
107547,19631006,  101,    0
107547,19631007,  114,    0
107547,19631008,  133,    0
107547,19631009,   92,    0
107547,19631010,  117,    0
107547,19631011,  116,    0
107547,19631012,  120,    0
107547,19631013,  100,    0
107547,19631014,   91,    0
107547,19631015,  112,    0
107547,19631016,   95,    0
107547,19631017,  111,    0
107547,19631018,  123,    0
107547,19631019,  131,    0
107547,19631020,  106,    0
107547,19631021,  115,    0
107547,19631022,   74,    0
107547,19631023,   93,    0
107547,19631024,  118,    0
107547,19631025,  131,    0
107547,19631026,  120,    0
107547,19631027,  124,    0
107547,19631028,  131,    0
107547,19631029,  129,    0
107547,19631030,  114,    0
107547,19631031,  101,    0
107547,19631101,   99,    0
107547,19631102,   93,    0
107547,19631103,   78,    0
107547,19631104,  103,    0
107547,19631105,  109,    0
107547,19631106,   98,    0
107547,19631107,   94,    0
